,EPPO_CODE,preferred_name,synonym,ds_language,EFSA_PHT,re,match_language,NCBI_TAXID
4056,,citrus blight agent,,,CitrusBlightAgent-PHT,sandhill decline,,
4057,,citrus blight agent,,,CitrusBlightAgent-PHT,young tree decline,,
4058,,citrus blight agent,,,CitrusBlightAgent-PHT,young tree decline of citrus,,
4059,,citrus leprosis n dichorhavirus,,,CitrusLeprosisNDichorhavirus-PHT,citrus leprosis n dichorhavirus,,
4060,,citrus leprosis n dichorhavirus,,,CitrusLeprosisNDichorhavirus-PHT,citrus leprosis virus sensu lato,,
4061,,citrus leprosis n dichorhavirus,,,CitrusLeprosisNDichorhavirus-PHT,cilv\S*\s?n,,
4062,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,cilv,,
4063,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,cilv\S*\s?c,,
4064,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,cilv\S*\s?c2,,
4065,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,cilv\S*\s?n,,
4066,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,citrus leprosis,,
4067,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,citrus leprosis \S*\s?rhabdovirus,,
4068,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,citrus leprosis virus c,,
4069,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,citrus leprosis virus c2,,
4070,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,citrus leprosis virus n,,
4071,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,l\wprose des agrumes,,
4072,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,lepra explosiva de los c\wtricos,,
4073,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,leprose\S*\s?dos\S*\s?citros,,
4074,,citrus leprosis virus,,,CitrusLeprosisVirus-PHT,leprosis of citrus,,
4075,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,v\wrus deformante dos citridos,,
4076,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,ι\wς των κουρελιασμ\wνων φ\wλλων των εσπεριδοειδ\wν,,
4077,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,bud\S*\s?union crease of citrus,,
4078,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,citrange stunt virus,,
4079,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,citrus tatter leaf capillovirus,,
4080,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,citrus tatter leaf virus,,
4081,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,tatter leaf of citrus,,
4082,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,tatter leaf virus,,
4083,,citrus tatter leaf virus,,,CitrusTatterLeafVirus-PHT,yellow ring of citrus,,
4084,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,bud\S*\s?union decline of citrus,,
4085,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,citrus decline virus,,
4086,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,citrus quick decline virus,,
4087,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,citrus seedling yellows virus,,
4088,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,citrus tristeza \S*\s?virus,,
4089,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,die\S*\s?back of lime,,
4090,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,ellendale mandarin decline virus,,
4091,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,grapefruit stem pitting virus,,
4092,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,grapefruit stunt bush virus,,
4093,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,hassaku dwarf virus,,
4094,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,lime dieback disease,,
4095,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,lime die-back virus,,
4096,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,mal secco\w* citrus spp,,
4097,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,pummelo yellow dwarf,,
4098,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,sitruksen suruvirus,,
4099,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,sweet orange stem pitting,,
4100,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza\S*\s?krankheit,,
4101,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza virus,,
4102,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,v\wrus da tristeza dos citrinos,,
4103,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,virus de la tristeza de los cítricos,,
4104,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,welke\w* zitrus,,
4105,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,wilt\w* citrus spp,,
4106,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,ι\wς του τριστ\wτσας των εσπεριδοειδ\wν,,
4107,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,citrus tristeza virus,,
4108,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristezakrankheit,,
4109,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza-krankheit,,
4110,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,die-back of lime,,
4111,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,bud-union decline of citrus,,
4112,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,citrus tristeza closterovirus,,
4113,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,podredumbre de la raicillas de los c\wtricos,,
4114,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,quick decline of citrus,,
4115,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,seedling yellows of citrus,,
4116,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,stem pitting of grapefruit,,
4117,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza de los agrios,,
4118,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza de los c\wtricos,,
4119,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza des agrumes,,
4120,,citrus tristeza virus,,,CitrusTristezaVirus-PHT,tristeza of citrus,,
4121,,citrus virus a,,,CitrusVirusA-PHT,citrus virus a,,
4122,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,virus del mosaico del género citrus,,
4123,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,ι\wς του μωσα\wκο\w των εσπεριδοειδ\wν,,
4124,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,citrus mosaic badnavirus,,
4125,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,citrus mosaic virus,,
4126,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,citrus yellow mosaic virus,,
4127,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,ciymv,,
4128,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,dwarf disease of satsuma,,
4129,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,mosaic of citrus,,
4130,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,satsuma dwarf nepovirus,,
4131,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,satsuma dwarf sadwavirus,,
4132,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,satsuma dwarf virus,,
4133,,citrus yellow mosaic virus,,,CitrusYellowMosaicVirus-PHT,toramikan,,
4134,,citrus yellow vein clearing virus,,,CitrusYellowVeinClearingVirus-PHT,citrus yellow vein,,
4135,,citrus yellow vein clearing virus,,,CitrusYellowVeinClearingVirus-PHT,citrus yellow vein agent,,
4136,,citrus yellow vein clearing virus,,,CitrusYellowVeinClearingVirus-PHT,citrus yellow vein clearing virus,,
4137,,citrus yellow vein clearing virus,,,CitrusYellowVeinClearingVirus-PHT,yellow vein of citrus,,
4138,,cladobotryum protrusum,,,CladobotryumProtrusum-PHT,c protrusum,,
4139,,cladobotryum protrusum,,,CladobotryumProtrusum-PHT,cladobotryum protrusum,,
4140,,cladosporium passiflorae,,,CladosporiumPassiflorae-PHT,cladosporium passiflorae,,
4141,,cladosporium passifloricola,,,CladosporiumPassifloricola-PHT,cladosporium passifloricola,,
4142,,cladosporium sp,,,CladosporiumSp-PHT,cladosporium sp\w*,,
4143,,clasteroptera achatina,,,ClasteropteraAchatina-PHT,clasteroptera achatina,,
4144,,clasteroptera achatina,,,ClasteropteraAchatina-PHT,pecan spittlebug,,
4145,,clasteroptera brunnea,,,ClasteropteraBrunnea-PHT,c brunnea,,
4146,,clasteroptera brunnea,,,ClasteropteraBrunnea-PHT,c lineatocollis,,
4147,,clasteroptera brunnea,,,ClasteropteraBrunnea-PHT,clasteroptera brunnea,,
4148,,clasteroptera brunnea,,,ClasteropteraBrunnea-PHT,clastoptera lineaticollis,,
4149,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,bact\wriose annulaire de la pomme de terre,,
4150,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,bacterial ring rot of potato,,
4151,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,bacteriosis anular de la patata,,
4152,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,bakterielle Ringf\wule kartoffel,,
4153,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,bakterienringfäule kartoffel,,
4154,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,clavibacter,,
4155,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,clavibacter michiganensis sepedonicus,,
4156,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,Corynebacterium michiganense subsp. sepedonicum,,
4157,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,Corynebacterium sepedonicum,,
4158,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,fl\wtrissement bact\wrien de la pomme de terre,,
4159,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,ljus ringr\wta,,
4160,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,marciume anulare della patata,,
4161,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,podredumbre anular de la papa,,
4162,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,podredumbre anular de la patata,,
4163,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,podrid\wo-anelar-bacteriana-da-batata,,
4164,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,pourriture annulaire de la pomme de terre,,
4165,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,ring rot of potato,,
4166,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,ringbakteriose kartoffel,,
4167,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,ringrot,,
4168,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,vascular wilt of potato,,
4169,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,δακτυλιωτ\w* σ\wψ\w* τ\w* πατ\wτ\w*,,
4170,,clavibacter michiganensis sepedonicus,,,ClavibacterMichiganensisSepedonicus-PHT,кольцевая гниль картофеля,,
4171,,clostera restitura,,,ClosteraRestitura-PHT,clostera restitura,,
4172,,clostera restitura,,,ClosteraRestitura-PHT,ichthyura restitura,,
4173,,clostera restitura,,,ClosteraRestitura-PHT,pygaera restitura,,
4174,,cnestus mutilatus,,,CnestusMutilatus-PHT,camphor shot borer\w*,,
4175,,cnestus mutilatus,,,CnestusMutilatus-PHT,cnestus mutilatus,,
4176,,cnestus mutilatus,,,CnestusMutilatus-PHT,xyleborus banjoewangi,,
4177,,cnestus mutilatus,,,CnestusMutilatus-PHT,xyleborus mutilatus,,
4178,,cnestus mutilatus,,,CnestusMutilatus-PHT,xyleborus sampsoni,,
4179,,cnestus mutilatus,,,CnestusMutilatus-PHT,xyleborus taitonus,,
4180,,cnestus mutilatus,,,CnestusMutilatus-PHT,xylosandrus mutilatus,,
4181,,cnidium virus x,,,CnidiumVirusX-PHT,cnidium virus x,,
4182,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,v\wro\wde da morte dos coque\wros,,
4183,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,viroide cadang\S*\s?cadang dos coque\wros,,
4184,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,viroide del cadang\wcadang del cocotero,,
4185,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,ιοειδ\wς της ασθ\wνειας cadang cadang του φο\wνικα,,
4186,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,cadang\S*\s?cadang,,
4187,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,cadang\S*\s?cadang de la\w* palm\w*,,
4188,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,cadang\S*\s?cadang disease,,
4189,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,cadang\S*\s?cadang viroid,,
4190,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,cccvd,,
4191,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,coconut cadang\S*\s?cadang cocadviroid,,
4192,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,coconut cadang\S*\s?cadang viroid,,
4193,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,palm cadang\S*\s?cadang viroid,,
4194,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,viro\wde cadang\S*\s?cadang du cocotier,,
4195,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,yellow mottling disease,,
4196,,coconut cadang cadang viroid,,,CoconutCadangCadangViroid-PHT,yellow mottling of palm\w*,,
4197,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,anthracnose\w* pepper,,
4198,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,anthracnose of capsicum fruit\w*,,
4199,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,anthraknose\w* paprika,,
4200,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,d\wp\wrissement des tiges de l'aubergine,,
4201,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,dry rot of capsicum fruit\w*,,
4202,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,fruit rot of pepper\w*,,
4203,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,leaf spot of pepper\w*,,
4204,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,ripe rot of pepper\w*,,
4205,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,taches sur fruits d\wp\wris,,
4206,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,anthraknose paprika,,
4207,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,anthracnose du poivron,,
4208,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,anthracnose of capsicum,,
4209,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,antracnosis del pimiento,,
4210,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,colletotrichum capsici,,
4211,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,ripe rot of capsicum,,
4212,,colletotrichum capsici,,,ColletotrichumCapsici-PHT,vermicularia capsici,,
4213,,colletotrichum eriobotryae,,,ColletotrichumEriobotryae-PHT,colletotrichum eriobotryae,,
4214,,colletotrichum fioriniae,,,ColletotrichumFioriniae-PHT,colletotrichum acutatum var\w* fioriniae,,
4215,,colletotrichum fioriniae,,,ColletotrichumFioriniae-PHT,colletotrichum fioriniae,,
4216,,colletotrichum fioriniae,,,ColletotrichumFioriniae-PHT,glomerella acutata var\w* fioriniae,,
4217,,colletotrichum fioriniae,,,ColletotrichumFioriniae-PHT,glomerella fioriniae,,
4218,,colletotrichum plurivorum,,,ColletotrichumPlurivorum-PHT,c\w* plurivorum,,
4219,,colletotrichum plurivorum,,,ColletotrichumPlurivorum-PHT,colletotrichum plurivorum,,
4220,,colletotrichum siamense,,,ColletotrichumSiamense-PHT,c\w* siamense,,
4221,,colletotrichum siamense,,,ColletotrichumSiamense-PHT,colletotrichum siamense,,
4222,,colletotrichum tropicale,,,ColletotrichumTropicale-PHT,colletotrichum tropicale,,
4223,,coloradia pandora,,,ColoradiaPandora-PHT,coloradia pandora,,
4224,,coloradia pandora,,,ColoradiaPandora-PHT,pandora \S*\s?moth,,
4225,,coloradia pandora,,,ColoradiaPandora-PHT,papillon de pandore,,
4226,,common bean curly stunt virus,,,CommonBeanCurlyStuntVirus-PHT,common bean curly stunt virus,,
4227,,coniferiporia sulphurascens,,,ConiferiporiaSulphurascens-PHT,coniferiporia sulphurascens,,
4228,,coniferiporia sulphurascens,,,ConiferiporiaSulphurascens-PHT,inonotus sulphurascens,,
4229,,coniferiporia sulphurascens,,,ConiferiporiaSulphurascens-PHT,phellinidium sulphurascens,,
4230,,coniferiporia sulphurascens,,,ConiferiporiaSulphurascens-PHT,phellinus sulphurascens,,
4231,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,c. nenuphar,,
4232,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,charan\won\w* am\wricain\w* d\w* prunier\w*,,
4233,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,charan\won de la prune,,
4234,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,charançon de la prune,,
4235,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,conotrachelus nenuphar,,
4236,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,nordamerikanischer pflaumenr\wssler,,
4237,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,plum curculio\w*,,
4238,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,plum weevil\w*,,
4239,,conotrachelus nenuphar,,,ConotrachelusNenuphar-PHT,Плодовый долгоносик,,
4240,,contarinia brassicola,,,ContariniaBrassicola-PHT,canola flower midge\w*,,
4241,,contarinia brassicola,,,ContariniaBrassicola-PHT,contarinia brassicola,,
4242,,contarinia jongi,,,ContariniaJongi-PHT,contarinia jongi,,
4243,,contarinia matsusintome,,,ContariniaMatsusintome-PHT,contarinia matsusintome,,
4244,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,c. pseudotsugae,,
4245,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,c\wcidomyie\w* des aiguilles d\w* douglas,,
4246,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,c\wcidomyie d\w* douglas,,
4247,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,contarinia pseudotsugae,,
4248,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,douglas-fir needle midge\w*,,
4249,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,pflaumen\wr\wsselk\wfer,,
4250,,contarinia pseudotsugae,,,ContariniaPseudotsugae-PHT,pflaumenr\wsselk\wfer,,
4251,,copitarsia turbata,,,CopitarsiaTurbata-PHT,copitarsia turbata,,
4252,,copitarsia turbata,,,CopitarsiaTurbata-PHT,gusano cortador,,
4253,,copitarsia turbata,,,CopitarsiaTurbata-PHT,gusano de tierra,,
4254,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,clcuv,,
4255,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,cotton leaf crinkle,,
4256,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,cotton leaf curl bigeminivirus,,
4257,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,cotton leaf curl disease,,
4258,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,cotton leaf curl geminivirus,,
4259,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,cotton leaf curl gezira begomovirus,,
4260,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,cotton leaf curl gezira virus,,
4261,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,frisol\we du cotonnier,,
4262,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,hojas rizadas del algodonero,,
4263,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,hollyhock leaf crumple virus,,
4264,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,leaf crinkle of cotton,,
4265,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,leaf curl disease of cotton,,
4266,,cotton leaf curl gezira virus,,,CottonLeafCurlGeziraVirus-PHT,okra leaf curl cameroon virus,,
4267,,cotton leaf curl multan virus,,,CottonLeafCurlMultanVirus-PHT,clcumuv,,
4268,,cotton leaf curl multan virus,,,CottonLeafCurlMultanVirus-PHT,cotton leaf curl multan virus,,
4269,,cotton leafroll dwarf virus,,,CottonLeafrollDwarfVirus-PHT,clrdv,,
4270,,cotton leafroll dwarf virus,,,CottonLeafrollDwarfVirus-PHT,cotton blue disease,,
4271,,cotton leafroll dwarf virus,,,CottonLeafrollDwarfVirus-PHT,cotton leafroll dwarf virus,,
4272,,cowpea bright yellow mosaic virus,,,CowpeaBrightYellowMosaicVirus-PHT,cowpea bright yellow mosaic virus,,
4273,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,v\wrus do marmoreado suave do feij\wo\S*\s?frade,,
4274,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,virus del mosaico suave del caup\w,,
4275,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,ι\wς της \wπιας ποικιλοχλ\wρωσης του μαυρομ\wτικου φασολιο\w,,
4276,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,angular mosaic of beans,,
4277,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,cowpea mild mottle virus,,
4278,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,cpmm virus,,
4279,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,mild mottle of cowpea,,
4280,,cowpea mild mottle virus,,,CowpeaMildMottleVirus-PHT,pale chlorosis of tomato,,
4281,,cowpea mosaic virus,,,CowpeaMosaicVirus-PHT,cowpea mosaic virus,,
4282,,crisicoccus pini,,,CrisicoccusPini-PHT,cocciniglia cotonosa del pino,,
4283,,crisicoccus pini,,,CrisicoccusPini-PHT,cochenille du pin,,
4284,,crisicoccus pini,,,CrisicoccusPini-PHT,crisicoccus pini,,
4285,,crisicoccus pini,,,CrisicoccusPini-PHT,japanese pine mealybug\w*,,
4286,,crisicoccus pini,,,CrisicoccusPini-PHT,kuwana pine mealybug\w*,,
4287,,crisicoccus pini,,,CrisicoccusPini-PHT,matu no konakaigaramusi,,
4288,,crisicoccus pini,,,CrisicoccusPini-PHT,マツノコナカイガラムシ,,
4289,,cronartium,,,Cronartium-PHT,cronartium andinum,,
4290,,cronartium,,,Cronartium-PHT,cronartium antidesmae\wdioicae,,
4291,,cronartium,,,Cronartium-PHT,cronartium appalachianum,,
4292,,cronartium,,,Cronartium-PHT,cronartium arizonicum,,
4293,,cronartium,,,Cronartium-PHT,cronartium balsaminae,,
4294,,cronartium,,,Cronartium-PHT,cronartium bresadolanum,,
4295,,cronartium,,,Cronartium-PHT,cronartium byrsonimae,,
4296,,cronartium,,,Cronartium-PHT,cronartium conigenum,,
4297,,cronartium,,,Cronartium-PHT,cronartium delawayi,,
4298,,cronartium,,,Cronartium-PHT,cronartium eupatorinum,,
4299,,cronartium,,,Cronartium-PHT,cronartium euphrasiae,,
4300,,cronartium,,,Cronartium-PHT,cronartium fici,,
4301,,cronartium,,,Cronartium-PHT,cronartium filamentosum,,
4302,,cronartium,,,Cronartium-PHT,cronartium gentianeum,,
4303,,cronartium,,,Cronartium-PHT,cronartium gramineum,,
4304,,cronartium,,,Cronartium-PHT,cronartium hystrix,,
4305,,cronartium,,,Cronartium-PHT,cronartium kamtschaticum,,
4306,,cronartium,,,Cronartium-PHT,cronartium kemangae,,
4307,,cronartium,,,Cronartium-PHT,cronartium malloti,,
4308,,cronartium,,,Cronartium-PHT,cronartium nemesiae,,
4309,,cronartium,,,Cronartium-PHT,cronartium notatum,,
4310,,cronartium,,,Cronartium-PHT,cronartium occidentale,,
4311,,cronartium,,,Cronartium-PHT,cronartium opheliae,,
4312,,cronartium,,,Cronartium-PHT,cronartium orientale,,
4313,,cronartium,,,Cronartium-PHT,cronartium pedicularis,,
4314,,cronartium,,,Cronartium-PHT,cronartium peridermii\wpini,,
4315,,cronartium,,,Cronartium-PHT,cronartium pini,,
4316,,cronartium,,,Cronartium-PHT,cronartium ribicola,,
4317,,cronartium,,,Cronartium-PHT,cronartium ruelliae,,
4318,,cronartium,,,Cronartium-PHT,cronartium sawadae,,
4319,,cronartium,,,Cronartium-PHT,cronartium strobilinum,,
4320,,cronartium,,,Cronartium-PHT,cronartium thesii,,
4321,,cronartium,,,Cronartium-PHT,cronartium uleanum,,
4322,,cronartium,,,Cronartium-PHT,cronartium verbenae,,
4323,,cronartium,,,Cronartium-PHT,cronartium vincetoxici,,
4324,,cronartium,,,Cronartium-PHT,cronartium wilsonianum,,
4325,,cronartium,,,Cronartium-PHT,cronartium yamabense,,
4326,,cronartium,,,Cronartium-PHT,blister rust of chir pine,,
4327,,cronartium,,,Cronartium-PHT,comandra blister rust of pine,,
4328,,cronartium,,,Cronartium-PHT,cronartium,,
4329,,cronartium,,,Cronartium-PHT,cronartium asclepiadaceum var\w* quercuum,,
4330,,cronartium,,,Cronartium-PHT,cronartium cerebrum,,
4331,,cronartium,,,Cronartium-PHT,cronartium coleosporioides,,
4332,,cronartium,,,Cronartium-PHT,cronartium comandrae,,
4333,,cronartium,,,Cronartium-PHT,cronartium comptoniae,,
4334,,cronartium,,,Cronartium-PHT,cronartium fusiforme,,
4335,,cronartium,,,Cronartium-PHT,cronartium himalayense,,
4336,,cronartium,,,Cronartium-PHT,cronartium pyriforme,,
4337,,cronartium,,,Cronartium-PHT,cronartium quercuum,,
4338,,cronartium,,,Cronartium-PHT,cronartium quercuum f\w* sp\w* fusiforme,,
4339,,cronartium,,,Cronartium-PHT,cronartium spp\w*,,
4340,,cronartium,,,Cronartium-PHT,eastern gall rust of pine,,
4341,,cronartium,,,Cronartium-PHT,fusiform rust of pine,,
4342,,cronartium,,,Cronartium-PHT,gallenrost\w* kiefer,,
4343,,cronartium,,,Cronartium-PHT,peridermium cerebrum,,
4344,,cronartium,,,Cronartium-PHT,peridermium comptoniae,,
4345,,cronartium,,,Cronartium-PHT,peridermium fusiforme,,
4346,,cronartium,,,Cronartium-PHT,peridermium giganteum,,
4347,,cronartium,,,Cronartium-PHT,peridermium himalayense,,
4348,,cronartium,,,Cronartium-PHT,peridermium mexicanum,,
4349,,cronartium,,,Cronartium-PHT,peridermium pyriforme,,
4350,,cronartium,,,Cronartium-PHT,peridermium stalactiforme,,
4351,,cronartium,,,Cronartium-PHT,rindenblasenrost\w* kiefer,,
4352,,cronartium,,,Cronartium-PHT,rost\w* eiche,,
4353,,cronartium,,,Cronartium-PHT,rost\w* kiefer,,
4354,,cronartium,,,Cronartium-PHT,rouille du pin,,
4355,,cronartium,,,Cronartium-PHT,rouille v\wsiculeuse du ch\wne,,
